Cohorte,Muestra,Score_Clasificador,Score_PulmonNormal,Score_Proliferacion,Es_Tumor
GSE118370,GSM3325818,6.931199917631057,-1.0888739102908602,1.476517667627997,True
GSE118370,GSM3325819,-1.924985539287833,0.6822797147556827,-0.38971964961576483,False
GSE118370,GSM3325820,-3.3079784765363898,0.7151077154515081,-0.6765665201192455,False
GSE118370,GSM3325821,1.3588407169236771,-0.7131794421247922,-0.27746051997179433,True
GSE118370,GSM3325822,8.295716479155558,-0.5883748485883078,0.31760813003352206,True
GSE118370,GSM3325823,0.48793967646330794,0.7018446258507187,-0.5815124207291917,False
GSE118370,GSM3325824,7.0622314087252445,-0.6523953164831927,0.9778222204048627,True
GSE118370,GSM3325825,-0.5118594441289694,0.5159739656683597,-1.3032442968664573,False
GSE118370,GSM3325826,6.085195434824763,0.05159265936229746,0.6671680102799618,True
GSE118370,GSM3325827,0.12843089006737296,0.5851559113475812,-0.9438571009089991,False
GSE118370,GSM3325828,7.142103250759629,-0.5980702081474317,0.8516292523003269,True
GSE118370,GSM3325829,1.9503249429005391,0.38893913319843837,-0.11838477243521925,False
GSE18842,GSM466947,15.23014425578948,-1.0042451056731005,1.2640323717055937,True
GSE18842,GSM466948,-0.3677878718432428,0.7502745949330842,-0.9431126499829233,False
GSE18842,GSM466949,11.65712507277162,-1.0520143760440805,0.831972611144734,True
GSE18842,GSM466950,-1.2837706130736755,0.43105099821883847,-0.9113583985009346,False
GSE18842,GSM466951,3.701243193840472,-0.3389907524769166,0.3689244669460057,True
GSE18842,GSM466952,13.087126423927131,-1.0955348904925193,0.9205235207129103,True
GSE18842,GSM466953,-3.723171216852363,0.9184012825265742,-1.0628568731866515,False
GSE18842,GSM466954,6.104819618643289,-0.494235435841875,0.7477495424663279,True
GSE18842,GSM466955,1.4296212170734126,0.21336775415318054,-0.6153017547613252,False
GSE18842,GSM466956,7.989120359266375,-1.3412369791010323,1.108910074250343,True
GSE18842,GSM466957,-3.558578881033037,0.8917714644482344,-0.9203659119903833,False
GSE18842,GSM466958,11.079906779156154,-0.8973589937819985,1.291809716452712,True
GSE18842,GSM466959,-6.994473410974386,0.8340165811889904,-1.0580732929515966,False
GSE18842,GSM466960,7.794020502315863,-0.8553469818374455,0.8922276217102413,True
GSE18842,GSM466961,-4.726814858345277,0.9082614449212996,-1.0623897839694834,False
GSE18842,GSM466962,16.433539301683865,-0.8749343543161021,1.2722068874772074,True
GSE18842,GSM466963,7.9885250361447575,0.047823608819278884,0.6230406596149115,True
GSE18842,GSM466964,-1.308321961811918,0.6472157434788496,-1.0286587622038665,False
GSE18842,GSM466965,9.154228340113734,-0.8220037861944997,0.744250929316241,True
GSE18842,GSM466966,-0.8584001907690046,0.6226702499132023,-0.9103977106722738,False
GSE18842,GSM466967,9.806526682563119,-0.5574946694748132,0.5343320638362995,True
GSE18842,GSM466968,-3.9418789038693887,1.0867549797438019,-0.8652428186506571,False
GSE18842,GSM466969,6.189490940421731,-0.374860416762704,0.43267753272569687,True
GSE18842,GSM466970,-3.411598219729781,0.7390008358920079,-1.167392705545776,False
GSE18842,GSM466971,11.77934283321318,-0.8809483148325301,1.299253129265373,True
GSE18842,GSM466972,-3.1264614286771777,1.0052363490219554,-0.6805166384001529,False
GSE18842,GSM466973,6.0499657515479495,-0.11549111858699458,1.076724976981216,True
GSE18842,GSM466974,-4.324792794825729,0.7333298330687427,-0.8879007932383202,False
GSE18842,GSM466975,13.425384473405426,-0.7943494294947251,0.8735795252123593,True
GSE18842,GSM466976,-2.0781522380266426,0.7441394967968754,-0.5513526434020137,False
GSE18842,GSM466977,14.265466941484506,-1.10029208101467,0.8157794457839854,True
GSE18842,GSM466978,-0.7426051401461113,0.5098563970446928,-0.9982012118109113,False
GSE18842,GSM466979,-5.107270449575715,0.828263789643487,-1.0968748553502476,False
GSE18842,GSM466980,3.781810183942696,0.31116226109467005,0.4727172940476162,True
GSE18842,GSM466981,-5.824636421153222,0.8874074282178488,-0.8448482471193758,False
GSE18842,GSM466982,10.273616045531337,-1.077025668734697,1.0013442075956598,True
GSE18842,GSM466983,8.865743302670532,-0.7605340874792845,1.1615892017172684,True
GSE18842,GSM466984,-5.942994745024947,0.763614356801165,-0.8559752375811485,False
GSE18842,GSM466985,7.939433062443387,-0.7831389492768804,0.8578905185984128,True
GSE18842,GSM466986,-3.30369803638652,0.6310719348349683,-0.6609321135026427,False
GSE18842,GSM466987,7.5555797609843935,-0.6625070032482152,0.5577364215513384,True
GSE18842,GSM466988,-4.108539617840528,0.7953443856684381,-1.052958459580524,False
GSE18842,GSM466989,11.073024884815895,-0.5199482068049324,0.8696471495088577,True
GSE18842,GSM466990,-3.800252497984873,0.9773893700920249,-1.0877149991678883,False
GSE18842,GSM466991,11.041757571726796,-0.7295200209859888,0.5944136327568978,True
GSE18842,GSM466992,-4.560872205933451,0.5406278253123561,-0.7938866992775206,False
GSE18842,GSM466993,11.262614047862279,-1.6933708993468908,0.5907822439885382,True
