GENE_SYMBOL,Num_Estudios,LogFC_Medio,Consistencia_Direccional,GSE118370,GSE18842,GSE19188,GSE19804,GSE31210,GSE7670
PMM2,5,0.6857868760540349,1.0,,0.6092660715656324,0.3800868176264763,0.6449488116975761,0.6853524514125677,1.109280227967922
ATIC,5,0.7569517364038109,1.0,,0.9930796175949084,0.8024784524865072,0.6222088633151053,0.689535431098955,0.6774563175235784
PLXNB3,5,0.8133288495729099,1.0,,0.5353765267175383,0.4279330224165311,0.4725821287366267,0.593181262184812,2.037571307809041
PLXNA3,5,0.3885345594217995,1.0,,0.2398546740861702,0.2674315483576058,0.1841580327677405,0.4768807642705317,0.7743477776269492
PLSCR4,5,-1.2901688283266124,1.0,,-1.6256656733420949,-1.5958878532540932,-0.9243768207144604,-0.885984353798202,-1.4189294405242112
ATF4,5,-0.31963873704664364,1.0,,-0.1955441299705818,-0.1375450876808559,-0.3346312533895847,-0.3438186849719926,-0.586654529220203
LONRF1,5,-0.7584927275661448,1.0,,-0.6313420528878382,-0.7066458679882315,-0.6164618506295483,-1.067125600005193,-0.770888266319913
PLEKHH2,5,-1.5800518921331905,1.0,-1.9135635771395505,-1.722094673905981,-1.4181702151845288,-1.2602744697464354,-1.5861565246894571,
PLEKHB2,5,-0.24759997640461137,1.0,,-0.2129796020331698,-0.1011777982867312,-0.1959454477399393,-0.1741269811163572,-0.5537700528468594
LPHN3,5,-1.2405673360558669,1.0,-1.855686030886244,-0.4427678183326762,-0.7041191884487288,-0.9287340116695786,-2.2715296309421067,
ASPA,5,-1.8530621701609413,1.0,,-1.5218706952636225,-1.4787462945198744,-1.2278506587475784,-2.401737153483656,-2.635106048789975
PLEK2,5,1.4969282686177283,1.0,,1.4777277810993157,1.408695310291511,1.0964065223392048,1.4592420636273689,2.042569665731241
YEATS4,5,0.6326459940105725,1.0,1.0558619108333334,0.5841674879641774,0.6482677144558333,0.3176534071680938,0.5572794496314248,
POU5F1P3,5,0.38036420889175754,1.0,,0.1078980255954142,0.209927435602901,0.2149501471001764,0.8930113095246917,0.4760341266356045
WISP1,5,1.231259693051484,1.0,,1.755648291609723,1.1607393975089626,0.6930344469311436,1.2475399000937086,1.2993364291138834
BAG1,5,-0.5092383385402992,1.0,,-0.561515306173046,-0.5477388993411725,-0.4990070998487077,-0.1642611987161846,-0.7736691886223852
PPAP2C,5,2.101899858360208,1.0,,2.6659302632418225,1.9488392787616076,1.8841399919440176,2.1448928974669865,1.8656968603866064
PRC1,5,1.957522446642857,1.0,,3.427863185916042,2.8465339581729205,1.3469869527494511,0.9433095285455836,1.2229186078302874
LOC101929857,5,-0.5056540413126865,1.0,,-0.6643012649871984,-0.4604553783108457,-0.2246476791030254,-0.1657652863159402,-1.0131005978464227
LOC101930150,5,0.30234252372621906,1.0,,0.3502431668511141,0.2418310011148572,0.1504599559897075,0.3063496285069966,0.4628288661684197
LOC101930324,5,0.658543045491213,1.0,,0.5684537551767317,0.4860161023983049,0.5949668812590172,0.594357569289242,1.0489209193327689
LOC101930578,5,-0.8016683083838971,1.0,,-0.6539647882614084,-0.5623708218214485,-0.5602978161242316,-1.0684049046969424,-1.1633032110154549
PPP4C,5,0.5166630155562035,1.0,,0.6275408495004822,0.6084821444587531,0.3934012060007354,0.4247612213357943,0.529129656485253
PPP3CC,5,-0.3944256427539489,1.0,,-0.3644623549074648,-0.3392258385281578,-0.3034286671173527,-0.4843740709315911,-0.4806372822851781
B3GNT3,5,1.4549676765919681,1.0,,0.8743054207553156,0.8867489209808352,0.950521839004252,2.309555852611469,2.253706349607969
B2M,5,-0.37029564843722984,1.0,-0.8449397273919743,-0.5518359943275328,-0.2525854052380765,-0.1090360104944956,-0.09308110473407,
AZI2,5,-0.4793672985618647,1.0,-0.5673547183081489,-0.6030745072600263,-0.4005622349455183,-0.376432408374729,-0.4494126239209013,
LOC102724884,5,1.0688348662458285,1.0,0.8843762685570979,1.302862439968257,1.1919399726229751,0.8909055899137819,1.0740900601670305,
AX748273,5,-1.965912520965118,1.0,-2.1961424096064803,-1.5102242482638606,-2.2465129801030925,-1.655985438022431,-2.2206975288297244,
PPP1R15A,5,-1.50412084214909,1.0,,-1.9884583727152456,-1.5373511709657466,-1.6057982823754404,-0.8814603010591089,-1.5075360836299083
PPP1R14B,5,1.2134062482424788,1.0,,1.461426555620644,1.3358653177632307,0.8987356136414757,1.034439011757577,1.3365647424294664
PPP1R14A,5,-2.154305980001599,1.0,-2.2468927339054243,-2.6875155432278808,-2.3969133173548984,-1.707955857845822,-1.732252447673968,
PPP1R12A,5,-0.4871100473959089,1.0,-0.6567947097585964,,-0.2504786468471511,-0.480258681205278,-0.4557322133166757,-0.5922859858518432
WDYHV1,5,0.6962420391930078,1.0,,1.058330365158902,1.089386746115083,0.3466514871009636,0.4791955534427146,0.5076460441473758
WFDC1,5,-1.802109798630644,1.0,,-1.81940131934301,-2.3768128230139105,-0.9891269671755988,-1.7323265556460754,-2.092881327974625
PPM1F,5,-0.8626426462567185,1.0,,-0.373707307932416,-0.3987440958719052,-0.5601161314472707,-1.3164429869601602,-1.6642027090718408
PPM1D,5,-0.6386183691311967,1.0,,-0.6681474780614165,-0.5086663258340471,-0.6127286918393811,-0.5650618422810183,-0.8384875076401208
WFS1,5,-1.2353175919529784,1.0,,-1.301975546379449,-1.3952324396401248,-1.136374094483967,-0.8844039910868045,-1.458601888174547
AVPI1,5,-0.7833893463723303,1.0,,-1.0664321430931487,-0.5854363174223987,-0.6247134480893166,-0.7777962002329577,-0.8625686230238294
WIF1,5,-4.020783736771184,1.0,,-4.296818949343737,-4.220195115382181,-3.7880652609727905,-3.333019252305633,-4.465820105851586
AURKA,5,1.4471577666634006,1.0,,1.9183020122040515,1.79611676383628,0.8536941160241405,1.436261330286479,1.231414610966051
PPBP,5,-3.0038296162466382,1.0,,-3.1673232102205056,-3.487917966132387,-2.4451934422509884,-2.647958865260499,-3.2707545973688124
AUNIP,5,0.9177178810157288,1.0,,1.2700754954334217,1.1603300551143907,0.5690255435857328,0.9136642555652328,0.6754940553798665
PPARGC1A,5,-1.0669561479208673,1.0,,-0.4832378345849974,-0.6139562797912904,-0.6260946346371243,-1.8521416770295565,-1.7593503135613675
VAMP3,5,-0.5171848923731215,1.0,-0.6472823306712971,-0.5531237462791534,-0.6709647245100941,-0.4581740374904566,-0.256379622914606,
QDPR,5,-0.37308164437655555,1.0,,-0.364167262973349,-0.3078816605322176,-0.1939407349321866,-0.3046017887217687,-0.6948167747232556
C9orf72,5,-0.7561440562863512,1.0,-1.0287832723842607,-0.5000600221152665,-0.6659360161345163,-0.7737200163314215,-0.8122209544662908,
TYMS,5,1.3567738591839578,1.0,,1.6155665224785,1.5502503005276056,0.8918985784346232,1.0136529790843856,1.7125009153946742
LARP1,5,0.41273736650699827,1.0,,0.5141586595337344,0.3377038908228429,0.2914209159573104,0.2898897485146516,0.6305136177064519
TYROBP,5,-1.1984028846008026,1.0,,-2.0499553347645048,-1.4342122196629083,-0.8163731216837338,-0.6824637045915445,-1.0090100423013215
LBH,5,-0.9776377340423963,1.0,,-1.0298957870884475,-1.1009677664614956,-0.8367249354368855,-0.6351432578475471,-1.2854569233776054
LCOR,5,0.4518901605466633,1.0,0.8104619312400807,0.5459990207066419,0.3893241449034914,0.3485902141144681,0.1650754917686345,
LCP2,5,-0.5949332000797958,1.0,-0.8479120494995591,-0.6831286592450185,-0.6536992169750784,-0.4858698690769563,-0.3040562056023663,
LDB2,5,-1.6088636868593642,1.0,,-1.3741666058698725,-1.281079518342019,-1.1036442178924064,-1.868066021327852,-2.4173620708646713
LDB3,5,-0.6212858681831698,1.0,,-0.2200037351053891,-0.2329061184832907,-0.1421375157609326,-1.6238269787662285,-0.8875549928000082
LDHA,5,0.7339412014849881,1.0,,0.8209032356945283,0.792970852488566,0.5798703466939692,0.366197658296528,1.1097639142513491
ROR1,5,-0.983992137101042,1.0,,-1.234909764790702,-1.4209449239520937,-0.6237534984564101,-0.6838311248738282,-0.9565213734321762
ROCK2,5,-0.3960010624178303,1.0,,-0.2404145142978118,-0.2877872804095597,-0.2537838022953682,-0.5772218822943884,-0.6207978327920234
ROBO4,5,-1.6798463674653827,1.0,,-1.6700864635012334,-1.5897343720938948,-1.6283543015176942,-2.455129890862624,-1.055926809351467
LEPR,5,-1.2857448771812021,1.0,,-1.1341346684566815,-1.048677642041222,-0.9995435789799848,-1.765473042519515,-1.480895453908608
UBAP2L,5,0.37113320083847584,1.0,0.4106212841732795,0.4182677365919103,0.4038693279297201,0.2610190466629145,0.3618886088345547,
LEPREL4,5,1.5007318340076428,1.0,,1.999484162482924,1.567883544797224,1.0228043852985902,1.0417839301167389,1.8717031473427364
UBE2A,5,0.2506785764095117,1.0,,0.2730136086637618,0.2120933572831022,0.2365254886350101,0.1699732550677524,0.361787172397932
UBE2C,5,2.2357290982285596,1.0,,3.6544074648287506,3.2035675869919116,1.50249160189885,1.310203975358335,1.5079748620649518
LGR4,5,1.1253420034735842,1.0,,0.8985882641087906,0.7690786229825177,0.694843989853803,1.217586822007405,2.046612318415404
RNF43,5,1.0251689669205821,1.0,,1.2432139853957311,0.9094778174532874,0.9287336984142164,1.3684847749307298,0.6759345584089456
UBE2K,5,0.3807753365264147,1.0,,0.424484485196789,0.3209316914402967,0.2607812674319927,0.2565387943891668,0.6411404441738284
LIFR,5,-1.461207994206505,1.0,,-1.549788471070909,-1.4090929201871298,-1.2120659950572534,-1.6641616852423358,-1.4709308994748973
UBE2T,5,2.4742688884811175,1.0,1.9666920273958333,3.249183063146683,3.0641480031826784,1.7321379618685393,2.3591833868118526,
C2,5,-0.787525236185061,1.0,,-1.129279257561678,-1.0509776350398223,-0.6629540515876347,-0.3900948056260862,-0.7043204311100837
RNF208,5,0.47477366549128686,1.0,,0.3737972579231448,0.3103206600374205,0.3714642189422115,0.6449972361491705,0.6732889544044873
LIN7A,5,-1.2265161067773243,1.0,-2.1977407462632277,-0.6147449852214644,-0.5264495043124562,-1.0437695841670491,-1.7498757139224237,
C1orf27,5,0.4296046700844968,1.0,,0.2460960196640975,0.1698375881308038,0.388693782504796,0.578071022190505,0.7653249379322817
UBFD1,5,0.8513650825582065,1.0,,1.1502966276552673,1.1291324601218862,0.6773258021018576,0.5815116857433722,0.7185588371686489
UBIAD1,5,0.2242152840437162,1.0,,0.125260541415642,0.0765383909616826,0.2039047761376329,0.2170267103619743,0.4983460013416492
LAPTM4B,5,1.2208129145713729,1.0,,1.555040197900496,1.1026369636803544,1.0785700050595004,0.8365222068614191,1.5312951993550945
LANCL2,5,0.3281549514318036,1.0,,0.1880584836634478,0.1570258650919906,0.3224955898234896,0.2526163607369849,0.7205784578431054
LINC00341,5,-1.6329318221658824,1.0,,-1.82616814086109,-1.715212133316991,-1.4299473242314376,-1.743895271933475,-1.4494362404864187
LAMP5,5,1.372483476241077,1.0,,1.0579998956628094,0.9610220816803352,0.9981992438820448,1.261899363016027,2.5832967969641683
TTN,5,-0.6555557609696115,1.0,,-0.3552470695419294,-0.4407342827375756,-0.2410918565861566,-1.140658723777392,-1.100046872205004
KLF11,5,-0.763617903845148,1.0,,-0.5557363241094775,-0.4259349740746688,-0.6886601498132308,-0.9195248142487528,-1.2282332569796104
KLF15,5,-0.9509943825511347,1.0,-2.427086324649469,-0.6259314885493792,-0.3694668184755892,-0.2930517592038315,-1.0394355218774043,
KLF2,5,-1.468105184328714,1.0,,-1.7076088856481642,-1.4666232345103634,-1.2501693571730854,-1.080425932875526,-1.8356985114364317
TUBA1A,5,-0.7048424189192382,1.0,,-0.7933048293485427,-0.622886649714564,-0.5654326652567292,-0.4307561129415358,-1.1118318373348188
C8orf60,5,-0.7221342298922634,1.0,,-0.6832706194471987,-0.7945037136496325,-0.4710197842111387,-0.7181000666600266,-0.9437769654933206
KLHL7,5,0.7381908481210608,1.0,,1.098716809932471,0.8612110617404729,0.3494692324589783,0.3326724752647738,1.048884661208608
KLRD1,5,-0.8551294306898933,1.0,,-0.7986030169510538,-0.4881082672515028,-1.184977900263262,-0.8762522369616663,-0.927705732021982
KNOP1,5,0.7990189829626977,1.0,,1.0531289229879892,0.9658301389419388,0.555844460780782,0.5850360243188835,0.835255367783895
TUBB6,5,-1.0747638229377086,1.0,,-0.6200137869392499,-0.9440250863095784,-1.210081590211514,-1.3636557643317315,-1.2360428868964686
RP11-305O6.3,5,-1.4185399342338094,1.0,-2.7882403274305556,-0.5902866258487238,-1.1339879830304302,-0.7215895550408646,-1.8585951798184723,
KPNA2,5,1.1766831299525673,1.0,,1.7090204039638337,1.5812846458091738,0.8704296580167732,0.6119148211371872,1.1107661208358692
KPNA5,5,-0.5850777350123966,1.0,-1.115899624780643,-0.626056098188176,-0.4681428584728059,-0.3340778355458846,-0.3812122580744734,
TUBG1,5,0.9514663861526784,1.0,,1.2242483767341923,1.2338254932566517,0.6718832711546323,0.5258329261122636,1.101541863505652
C7,5,-1.7677205280005217,1.0,,-2.3793456943914206,-1.8160053396685425,-1.2397154363071845,-1.75746751740974,-1.646068652225722
KRT10,5,0.549131283368358,1.0,,0.6810291829517823,0.5625511960653451,0.5190855163165011,0.4043152128898057,0.5786753086183563
KRT15,5,2.465272197903061,1.0,,4.260129156660215,2.1666197015838313,1.1437568182434426,2.568618995369733,2.187236317658085
RP11-248J18.2,5,-0.5197377339910482,1.0,-1.159527158280424,-0.0997200672982305,-0.2454646464460328,-0.3912813787164939,-0.7026954192140593,
KRT4,5,-1.4714552861400119,1.0,,-0.6128830087870369,-0.8775003640890943,-0.7916812163840863,-1.8999427734615164,-3.1752690679783253
C5orf56,5,-0.5789340732725365,1.0,-0.9628636907801642,-0.7017493688778202,-0.6384235235613536,-0.1947139226194236,-0.396919860523921,
L2HGDH,5,0.5417988119322381,1.0,,0.6303399446165585,0.3924613432838024,0.3337102615789966,0.3985311898314716,0.9539513203503612
LAD1,5,1.3559956172834482,1.0,,1.5696965482169922,0.9945733689183583,1.1893075453954056,1.4608778324585927,1.5655227914278915
TXNDC17,5,0.811001831800429,1.0,1.1080915437962968,0.5321263095933286,0.5153217385488331,0.7899832341902044,1.109486332873482,
C5AR1,5,-1.5797289481567316,1.0,,-2.0245781720313056,-1.834518354589182,-1.5307729434388602,-1.3407790986183414,-1.167996172105969
LAMB2,5,-0.8187833004777341,1.0,,-0.8698388801592625,-1.2436010139343725,-0.5415207285665815,-0.6206950470730632,-0.8182608326553904
LAMC3,5,-1.0048076052673705,1.0,,-0.3966420661746683,-0.5857531120107775,-0.4744714822902871,-1.5112902553130878,-2.0558811105480315
LAMP3,5,-2.2968571851962634,1.0,,-2.8332147199787467,-2.8190797875642746,-1.9094768461410696,-1.8809498583751445,-2.04156471392208
UBL3,5,-0.9033113454322038,1.0,,-1.326538921624902,-1.043383181000763,-0.6559221948152949,-0.6213853259201336,-0.8693271037999253
RNF11,5,-0.41640324044168653,1.0,,-0.4363068629124633,-0.3930362949216055,-0.3373311737915632,-0.4004004212204588,-0.5149414493623414
BLOC1S5-TXNDC5,5,0.5681345705939606,1.0,,0.4327376020810742,0.4463555640836482,0.5356882913091567,0.3755587405207752,1.0503326549751488
C11orf21,5,-0.511397272134286,1.0,,-0.6124640018443017,-0.4595071385335164,-0.3731761056486133,-0.5984078789745713,-0.5134312356704269
URB1,5,0.42692704234581996,1.0,,0.2762721275390438,0.2093869178351169,0.2661934733953437,0.4692944453604113,0.913488247599184
C10orf35,5,0.8106622440425539,1.0,1.7358947240677614,0.5508128107727126,0.4885117944186907,0.517265151126689,0.760826739826916,
BZW2,5,1.200421535344639,1.0,,0.9660552097318432,1.0235936563552597,1.0196568036360445,0.9856359370700218,2.007166069930026
BYSL,5,0.8860773284624832,1.0,,1.2076416888966195,0.9105760511122558,0.3657137516045354,0.7187421241735699,1.2277130265254357
RASL12,5,-1.4790031545407896,1.0,,-1.7216672490087168,-1.7715010138113167,-1.1456370116619468,-1.4018434956828203,-1.3543670025391474
RASIP1,5,-1.5066102176122258,1.0,,-1.1755681549811454,-0.9278790719375144,-1.184264689213521,-2.141362204052726,-2.103976967876223
RASGRP2,5,-0.5988408590992683,1.0,,-0.7917143212697315,-0.5048386278370018,-0.4394510919636776,-0.4702077100122945,-0.787992544413636
BTNL9,5,-1.9800256948181487,1.0,-2.905029909363427,-1.4994734056158023,-1.3260224245972756,-1.0215394066032442,-3.148063327910995,
BTN3A2,5,-0.7706806879836287,1.0,-1.14375403358898,-0.7737462381668259,-0.7404203003667047,-0.3832694089752557,,-0.8122134588203771
RARRES2,5,-1.1542186931588931,1.0,,-1.208613471415509,-0.918456713967618,-1.1717786767318046,-0.9357348813835936,-1.536509722295941
RAPGEF4,5,-1.5642395391539625,1.0,,-1.2155331054853646,-1.3776632910033233,-1.780770853547086,-1.926514119844751,-1.5207163258892873
USP12,5,-0.5278662027444109,1.0,,-0.5310672853592298,-0.3435987506809038,-0.3108066273321475,-0.6495876978746864,-0.8042706524750871
BTBD3,5,-0.5963944067044208,1.0,,-0.3342298247130735,-0.38817511136014,-0.518854314211886,-0.6584693478786594,-1.082243435358345
RAMP2,5,-2.026000663196144,1.0,,-1.9613737070110604,-1.84305538104539,-1.724676812271297,-1.2734748551773525,-3.327422560475619
LOC100506100,5,0.5367876444221606,1.0,0.7587962647348974,0.3675517680510092,0.5522451293404643,0.3113255906900756,0.6940194692943571,
RAD51C,5,0.45522452373613503,1.0,,0.6975579064395996,0.5869283729144548,0.2254541085537003,0.2757601805338243,0.4904220502390961
LOC100506403,5,0.4615505328020709,1.0,,0.1808298887757251,0.1448100357414972,0.2320350788641647,0.8314381936785624,0.9186394669504052
LOC100506699,5,-0.7927956771637537,1.0,,-0.185036389580842,-0.6007254702272266,-0.5157378347114383,-1.7444989652691394,-0.917979726030122
RAB8B,5,-0.8054273591426201,1.0,,-0.9576242249946452,-0.7306559048319877,-1.0007842165696532,-0.7295229562887684,-0.608549493028046
UTP18,5,0.28810116478201886,1.0,,0.3850694221756541,0.2808988733734209,0.0963130307037829,0.2419361416839258,0.4362883559733106
BNIP2,5,-0.8966417065272987,1.0,,-0.7745763552900886,-0.938666931315278,-1.04816015528257,-0.9394366457368176,-0.7823684450117394
BMS1P20,5,0.5445020220167238,1.0,0.716437104328703,0.4225980935812385,0.4661243150358156,0.449591739114088,0.6677588580237739,
BMPR2,5,-0.8708686239653678,1.0,-1.4693533142691797,-0.4508984702437946,-0.8247678146597979,-0.7150687655646202,-0.8942547550894471,
LOC100507487,5,-0.9982920970352975,1.0,-3.535152516319445,-0.3555461017373775,-0.332538246469765,-0.2561145618156644,-0.5121090588342359,
BMP6,5,-0.5937017857098619,1.0,,-0.2712885310599082,-0.1440775551105407,-0.441852359817739,-1.128055074288513,-0.9832354082726082
RAB11FIP1,5,-1.1140176044510715,1.0,,-1.482045694865004,-1.2163674313454949,-0.9694190451072444,-0.7378449587441285,-1.1644108921934857
BMP2,5,-1.7643657480207693,1.0,,-2.188942917485809,-2.3035538558582087,-1.775188347796254,-1.1315649827996683,-1.422578636163908
RBM28,5,0.6256832111444895,1.0,,0.9471959558334876,0.7670856680321184,0.3477889605795097,0.4240121578503348,0.6423333134269971
C11orf24,5,0.5628652950291233,1.0,,0.6232666180295352,0.4637366466673792,0.4471269498783936,0.5338062346903403,0.7463900258799683
LINC00472,5,-1.116117055112489,1.0,,-0.4847805301609726,-0.960611064543526,-0.907520737547154,-1.9222816783592087,-1.3053912649515835
RBMS2,5,-0.7612405318273925,1.0,-0.9859268203703716,-0.7544659214989196,-0.8016592017199601,-0.6049065381259862,-0.6592441774217246,
RNASE4,5,-1.1511596192030442,1.0,,-2.0134009622613327,-1.6199224476225724,-0.549150209504301,-0.4912989942012462,-1.0820254824257685
C1orf115,5,-1.10016395701436,1.0,,-0.8020030645085381,-0.6031873236522791,-0.6149461235695615,-1.391614113744053,-2.0890691595973685
C1orf112,5,1.2928885629250797,1.0,,1.571689935506256,1.6414515045311815,0.9703719366058188,0.926370343300058,1.3545590946820836
C1orf109,5,0.5149587469671649,1.0,,0.4659319310150138,0.4885681362104724,0.4184416908166799,0.348190566709551,0.8536614100841078
RIN2,5,-0.5389121132403291,1.0,,-0.2843020501747002,-0.7710706290577466,-0.3750602853670717,-0.3962013758361831,-0.8679262257659435
RHOJ,5,-1.593825006730408,1.0,-2.1932805451752646,-1.5812872165221288,-1.176025013632096,-1.4044801033869634,-1.614052154935587,
C19orf10,5,0.4207937506447479,1.0,,0.4061982441979239,0.3786613526571722,0.3937028307489765,0.4651124387216097,0.4602938868980573
C18orf8,5,-0.2940322695984505,1.0,,-0.1503031790588833,-0.1890553231629964,-0.1438369979887914,-0.3182757452391769,-0.6686901025424046
RGS9,5,-0.8981047136274091,1.0,,-0.2465618429222824,-0.6159912131460132,-0.5738114945257813,-1.0141574306974634,-2.040001586845505
UGDH,5,0.48614467277954454,1.0,,0.7537010688061621,0.465513902235832,0.440821529834448,0.2364831488366121,0.5342037141846685
RFTN1,5,-0.6103674355013172,1.0,,-0.7294828638959361,-0.6469884314423042,-0.3005139787471096,-0.5137821673870082,-0.8610697360342279
LINC01140,5,-0.8642377078563767,1.0,,-0.9903919037880912,-0.857757934591187,-0.5327816865484394,-0.8268139934373391,-1.113443020916827
ULK4,5,-0.374379609181042,1.0,,-0.2678279402870798,-0.1588283517549762,-0.228341359397409,-0.4110880567589232,-0.805812337706822
LINC01314,5,-0.49050779308308956,1.0,,-0.3089629350809053,-0.3690901111651551,-0.3443506709803907,-1.0671140094174545,-0.3630212387715419
REEP1,5,-1.3344043129998062,1.0,,-1.2880061366662767,-1.3736026386849938,-1.1918114977943004,-1.6187133996585643,-1.199887892194896
RECK,5,-0.6599562598694257,1.0,,-0.4275004407250486,-0.4567688779456776,-0.3400908389772938,-1.2151827765705043,-0.8602383651286045
C14orf166,5,0.39225065852981145,1.0,,0.3405995272134809,0.3632163959307715,0.3913951186521824,0.2429037528195881,0.6231384980330343
C14orf132,5,-1.7090180808554627,1.0,,-1.8487749825987103,-1.841439878843243,-1.4431048815591163,-1.7044183770110504,-1.7073522842651947
LIX1L,5,-0.4492355901378782,1.0,-0.6072064538690469,-0.5640437737851691,-0.2732994007816942,-0.323907732478923,-0.4777205897745578,
C12orf49,5,-0.658525505967207,1.0,,-0.5985909741222439,-0.513225093150927,-0.6247508708862695,-0.664441203145822,-0.8916193885307724
LMLN,5,0.44970775613091246,1.0,1.1946233640013233,0.3027207705036625,0.1425158584283163,0.2559745333920711,0.3527042543291889,
RCC1,5,0.829795174982646,1.0,,0.9669034195776538,0.9178489004106676,0.8277800985646637,0.9692852012535198,0.4671582551067246
LMO2,5,-1.0520156172305302,1.0,,-0.9627843630250784,-0.89376839735255,-0.7066897012425644,-1.2088138476905377,-1.4880217768419204
LMO7,5,-1.1397217037405993,1.0,,-1.2919664671398516,-1.286370300887823,-0.7506127025378673,-0.7068020141941016,-1.6628570339433535
LMOD1,5,-1.2809617621849507,1.0,,-0.9877819468788216,-1.1853276882568653,-0.766970394602529,-1.34086142035299,-2.1238673608335477
C11orf80,5,1.2805046105863915,1.0,,0.8327202867603765,1.522467154457999,0.9882832601728966,1.2307283082690548,1.828324043271631
UPK3B,5,-2.159911073782495,1.0,-1.4182079800727498,-2.4886408937598743,-2.1351719232964337,-2.7923455530582295,-1.965189018725188,
HSD17B11,5,-0.8354625583675768,1.0,,-1.3760280385314267,-1.0851504557770373,-0.6165927211407674,-0.4104104934021144,-0.6891310829865382
FXYD1,5,-2.1946798986113847,1.0,,-2.7434559790554305,-2.0034659306961915,-1.6375882011863911,-1.825928191181939,-2.762961190936971
HSD11B1,5,-0.9175218680123528,1.0,,-1.0067861605881134,-1.0275528038979778,-1.0023785426713907,-0.8167404135862668,-0.7341514193180156
DDAH2,5,-0.5834178992460863,1.0,,-0.8633356378718506,-0.5800263946432799,-0.2904864591720368,-0.4277208375081205,-0.7555201670351437
SOBP,5,-0.5457569207584974,1.0,,-0.2239307290220047,-0.2251160581810045,-0.1145757971584906,-1.015785881780042,-1.149376137650945
TBX21,5,-0.6230002920397684,1.0,,-0.5996859458616379,-0.5690302593786665,-0.743647726634757,-0.3786895750374421,-0.8239479532863383
TBX3,5,-1.1722957255469686,1.0,-2.730470754858314,-0.2946994776934319,-0.4654207108286516,-0.6214927921990521,-1.7493948921553928,
TBXA2R,5,-0.369521706308566,1.0,,-0.2831844055623431,-0.2176349352700562,-0.2057358586302449,-0.742874853894488,-0.3981784781856978
FAM49A,5,-0.8623406057221501,1.0,,-1.0026697550930264,-1.0059506466983092,-0.8773892988854319,-0.6337318287226985,-0.7919614992112844
SNX1,5,-0.48139995821009035,1.0,,-0.487027358888275,-0.5580082884583152,-0.3646888416726277,-0.470160624157856,-0.527114677873378
DCAF12,5,0.5514347925684001,1.0,0.8387046190740772,0.3581947340988831,0.3422088914645568,0.6172027443342696,0.600862973870214,
DBNDD1,5,0.9067209592106338,1.0,,0.5013476762138476,0.4577027836309422,0.5666465102976153,1.1230436560625003,1.8848641698482629
FAM69A,5,0.6653143433568375,1.0,0.7585558905787035,0.6854498108821687,0.510636554889802,0.607818158495359,0.7641113019381542,
SNRPE,5,0.5141232438711845,1.0,,0.3850165551289706,0.5874618646223866,0.2899743882963328,0.5860728079875432,0.7220906033206891
SNRPD3,5,0.43950937220128933,1.0,,0.6892274846611457,0.481987119330612,0.323920631649516,0.2517468089573516,0.4506648164078211
DARS2,5,0.7866525229549447,1.0,,1.2507918570883474,1.0172526135769828,0.5534466226772023,0.6334971169939214,0.4782744044382694
DAPK2,5,-1.4143413273406886,1.0,,-1.696820827970435,-1.461561327510099,-1.0667784610196929,-1.0623493265358075,-1.7841966936674094
DAP3,5,0.45083100998027337,1.0,,0.1516213311767531,0.3261625236673803,0.246990136178212,0.5883854398771327,0.9409956190018888
FAM83H,5,0.9746957893876486,1.0,2.2013224865207475,0.8889764534914129,0.5029199283732436,0.3459433610538536,0.9343167174989856,
SNRNP25,5,0.911611137350909,1.0,,0.9718098355393048,1.0655181431636116,0.7971229093542327,0.934452735103454,0.7891520635939422
FAM98A,5,0.4289540996947439,1.0,,0.3564104024775316,0.5155532724728112,0.2258024169122023,0.3121687670178392,0.7348356395933351
SNRK,5,-0.7937249724031462,1.0,,-0.5040146418550959,-0.7112069937013494,-0.5475747240938453,-1.149590261150809,-1.056238241214631
FANCI,5,1.3728282872243995,1.0,,2.1079023850157323,1.7257053212526023,0.6748299146669643,1.0243050349100766,1.331398780276623
FAP,5,1.6964646918270723,1.0,,2.2681683301635163,1.8438862655124448,1.3453578582543058,1.3208087052444846,1.7041022999606117
SNN,5,-0.301882856807128,1.0,,-0.1763416327176532,-0.2478353561493648,-0.2295845860086993,-0.3775231757746198,-0.478129533385303
FAT3,5,-1.3779713135517948,1.0,-2.0336228483333336,-0.6992817901061836,-0.9647443280070468,-0.8308698156261816,-2.361337785686228,
FAXDC2,5,-0.7992496982680148,1.0,,-1.106125133650882,-0.8303507742763377,-0.6166163594263452,-0.7995971728455533,-0.6435590511409561
SNHG3,5,0.45952752898165095,1.0,,0.1713731584667646,0.335688425283244,0.2857436897228442,0.850313185197499,0.654519186237903
TDO2,5,0.8724458351057895,1.0,,0.7608591931505924,0.5383574921295345,0.5534819556854451,1.330686154585324,1.1788443799780524
TDP1,5,0.5036629870636865,1.0,,0.4510045732487668,0.4015054553317788,0.2895341683949599,0.5151079136075163,0.8611628247354108
CYP2J2,5,0.7710131718873348,1.0,,0.6351611333482676,0.5539560615893958,0.3632861229176525,1.0100911326028088,1.2925714089785494
SOCS2,5,-1.8001337835182323,1.0,,-1.6376452424509609,-1.7553869752555908,-1.774249167909093,-1.536298580221711,-2.297088951753805
FAM189A1,5,-1.1268970862405763,1.0,,-0.2870756450291614,-0.3261956910926777,-0.6026801122150482,-2.628375358663981,-1.7901586242020129
