GENE_SYMBOL,Num_Estudios,LogFC_Medio,Consistencia_Direccional,GSE118370,GSE18842,GSE19188,GSE19804,GSE31210,GSE7670
CD36,6,-2.161173384153694,1.0,-2.006048295320216,-2.41481880338282,-1.916173299851495,-1.8244126917765904,-2.6271326133121775,-2.1784546012788635
PKM,6,0.7786546542516488,1.0,0.7015977639136928,0.7194600800417454,0.9017777257572424,0.5531396980700958,0.8041229774234058,0.9918296803037112
SVEP1,6,-1.2214380213853773,1.0,-2.0659782400159337,-0.3625818375964993,-0.5081532563656179,-0.4610629450199477,-1.6142070116308336,-2.316644837683431
PKIG,6,-1.3211306635821662,1.0,-1.4243814616319457,-1.6247806491201775,-1.058109312495386,-1.3162774079666717,-1.1706213653779685,-1.3326137849008486
LRRC32,6,-1.8044750756366403,1.0,-1.593617620322969,-2.012325863801826,-1.915055439391259,-1.5406968635127145,-1.4695871767890036,-2.2955674900020693
DPP3,6,0.8951294112535422,1.0,1.0039135269879864,1.1616617616504863,0.6847872951615708,0.6512603447624254,0.7325648632234465,1.1365886757353376
EML1,6,-1.3794042805892408,1.0,-1.9118301979298955,-0.9244885277330585,-1.462712867709463,-1.4214146606721254,-1.4733813465220391,-1.0825980829688635
SDC1,6,1.1876533908393379,1.0,1.3909400901025126,1.4927734839469355,0.7498911041786445,0.9357241346050936,1.1132792126526407,1.4433123195502002
PRF1,6,-1.3204486814627006,1.0,-1.661862134136905,-1.0830660457001695,-0.9309941900818172,-1.395594847684043,-0.69251195836212,-2.158662912811149
PRKCB,6,-0.7157782668360606,1.0,-1.2006991826653453,-0.6367589594903835,-0.6133730032089704,-0.579516280559349,-0.6036435820751613,-0.6606785930171544
HNRNPAB,6,0.4534536372256852,1.0,0.7473144094551287,0.3900809812218462,0.2482455193002819,0.3484816313703884,0.2714783387568786,0.7151209432495875
PODXL,6,-1.2398302892256534,1.0,-1.216815729728836,-1.393421718483857,-1.407221571139638,-1.0746378308934563,-1.2720826104482867,-1.0748022746598451
IGHM,6,1.4009470073981465,1.0,1.8412430438012573,1.0885010137231026,1.4405768572165154,0.7377417801782027,0.8950242663105605,2.402595083159241
STARD13,6,-1.2862233921076436,1.0,-1.8077465795156729,-1.0405753106677835,-0.9500859333155284,-0.713920236344145,-1.3637227212498877,-1.8412895715528448
NOTCH4,6,-1.1748367976412561,1.0,-2.3224309235648146,-0.7046764959426168,-0.7566012946920322,-0.5600736452009922,-1.4412339623088857,-1.2640044641381951
DNAJB4,6,-1.0894046261379453,1.0,-1.1369300181294086,-0.9094364937279904,-0.560414192187104,-1.3134717953065709,-1.1705224200753044,-1.4456528374012931
TNS1,6,-1.2404129448940224,1.0,-1.7722814230054027,-1.2694843472923578,-1.282942016989482,-0.8698975796156887,-0.8154576212010838,-1.43241468126012
MMRN2,6,-1.583747991505622,1.0,-1.6237861703075387,-1.4643781406925198,-1.456654535777992,-1.4069811861109258,-1.9252566812618213,-1.6254312348829334
B3GALNT1,6,-1.0620731117443338,1.0,-1.3961620338310174,-0.6298512621315071,-0.8527237702809627,-1.3817415971356557,-1.1246744360784255,-0.9872855710084344
DOCK4,6,-1.1105015068481159,1.0,-1.6246998245138895,-0.908634141392514,-0.9360134662982772,-0.688264849684078,-1.1460315143640774,-1.3593652448358586
MME,6,-2.7628166792882514,1.0,-4.23733645575066,-1.8936302759603911,-1.5498671202938077,-2.314242055897976,-2.8634655909234414,-3.718358576903232
MPZL1,6,0.6597237443189367,1.0,1.0830488453935183,0.6193358727798977,0.5040480276885597,0.3834824670409826,0.6337503653173986,0.7346768876932632
CD93,6,-1.724389365559354,1.0,-1.8642264846891532,-1.8787572495470928,-1.8091742911831536,-1.6583872602310556,-1.578987329258032,-1.5568035784476368
HLA-E,6,-0.8391723766813707,1.0,-1.3585908746775797,-0.9128194773780828,-0.9216097672370632,-0.5757589890335364,-0.4391498695974061,-0.8271052821645561
EFNB2,6,-0.9975361363990873,1.0,-1.753987786660435,-0.6141631674919878,-0.916671800531364,-0.6267859485356126,-0.764757296632764,-1.3088508185423606
EHF,6,1.1917557244519188,1.0,1.595708516349207,1.108790708131437,0.4944170370061073,0.8586641367562002,0.965613997074188,2.127339951394374
S1PR1,6,-2.0250992256429035,1.0,-2.053504979072872,-1.9216341145315912,-1.98246433788026,-1.991756797434018,-2.2501189368457517,-1.9511161880929269
LRRN3,6,-2.246011337681793,1.0,-1.5064742897486774,-2.5783446400016174,-2.609489983094025,-2.2092582018140305,-2.3531267632279587,-2.219374148204448
SSR4,6,1.063187129934348,1.0,1.58809309074074,0.4729285619647836,0.8881493484468092,0.9168809078267052,1.125481708620022,1.3875891620070284
CD52,6,-1.668976750106541,1.0,-1.369123815740739,-3.0884285678303947,-1.953375135157725,-1.2297627521885115,-0.9881153676536982,-1.3850548620681753
HMGB3P1,6,1.812277484586924,1.0,1.65162797410534,2.2304283598201655,2.094199991699679,1.2885973236538923,1.0254599929310402,2.583351265311427
PPAP2B,6,-1.329339756609847,1.0,-1.6770431696652413,-1.2788181970301995,-1.421714053462047,-1.2172342605792998,-1.2443577951098137,-1.1368710638124817
