ID_REF,GSE30219,GSE50081,GSE19188,d_Media,d_Minima_Abs,Direccion
MAP3K4,1.5350033,0.8795762,1.0794644,1.1646813,0.8795762,escamoso
PAG1,-1.4946148,-0.9770747,-0.8795602,-1.1170832,0.8795602,adenocarcinoma
AMIGO2,-1.0216234,-0.8785642,-0.94337744,-0.947855,0.8785642,adenocarcinoma
SOST,1.3272357,1.1149533,0.87848985,1.106893,0.87848985,escamoso
PCDP1,-1.450092,-0.9499627,-0.8779984,-1.0926844,0.8779984,adenocarcinoma
DIP2B,1.9209704,0.87784314,1.5824482,1.4604206,0.87784314,escamoso
SNTB1,-1.8357202,-0.87771875,-1.3429736,-1.3521376,0.87771875,adenocarcinoma
HOPX,-1.5165262,-1.2327422,-0.87747777,-1.2089154,0.87747777,adenocarcinoma
ADCY3,1.5669601,0.9838074,0.8769486,1.142572,0.8769486,escamoso
SHROOM4,-0.9349345,-0.8766026,-0.889501,-0.900346,0.8766026,adenocarcinoma
MSANTD3,1.2195481,0.87482715,1.1613429,1.0852393,0.87482715,escamoso
RNASEH2A,1.3602711,1.083703,0.87411714,1.1060303,0.87411714,escamoso
TSPAN4,-1.6003271,-0.873505,-1.0249319,-1.1662546,0.873505,adenocarcinoma
FAM110C,1.2195458,0.873371,1.1964943,1.0964705,0.873371,escamoso
GLCCI1,-1.0874496,-0.9195724,-0.873299,-0.960107,0.873299,adenocarcinoma
KIAA0141,-1.2116044,-0.8726792,-1.0133276,-1.0325371,0.8726792,adenocarcinoma
DNAH2,-1.0736798,-1.0555155,-0.8726684,-1.0006212,0.8726684,adenocarcinoma
FAM221A,-1.2691424,-0.8724372,-1.0459915,-1.0625237,0.8724372,adenocarcinoma
C1orf74,1.0558027,0.87235117,0.90976554,0.94597316,0.87235117,escamoso
NRCAM,1.2886328,0.9662073,0.8723146,1.042385,0.8723146,escamoso
CBR3,0.87184477,0.87801385,2.1264014,1.2920867,0.87184477,escamoso
FBXO45,2.2246916,0.87169576,1.5912974,1.5625616,0.87169576,escamoso
KCTD14,-1.5179224,-0.8713617,-1.197345,-1.195543,0.8713617,adenocarcinoma
RBMS2,-1.1711292,-0.87135994,-1.1746608,-1.0723833,0.87135994,adenocarcinoma
PARP3,-1.2843806,-0.8709133,-0.9905192,-1.0486044,0.8709133,adenocarcinoma
RP5-1136G13.2,1.5518532,0.87765336,0.8708299,1.1001121,0.8708299,escamoso
MFSD4,-0.9045284,-0.94397956,-0.87077135,-0.9064264,0.87077135,adenocarcinoma
S100A11,1.281782,0.8705206,0.93548447,1.0292624,0.8705206,escamoso
DYX1C1,-1.6421598,-0.8732153,-0.8701571,-1.1285108,0.8701571,adenocarcinoma
TOR1AIP1,-0.86990297,-0.8743114,-0.8738179,-0.8726774,0.86990297,adenocarcinoma
B4GALT4,1.3785877,1.191042,0.86981195,1.1464806,0.86981195,escamoso
CELP,0.93566823,0.91822374,0.8696415,0.9078445,0.8696415,escamoso
TUBB6,1.7611517,0.8696383,0.86950207,1.166764,0.86950207,escamoso
MAGED2,-1.4732387,-0.8691357,-1.3927121,-1.2450289,0.8691357,adenocarcinoma
WNK2,1.3490828,0.86873287,1.2005575,1.1394577,0.86873287,escamoso
PHYH,-1.2975408,-0.86855876,-1.0079905,-1.05803,0.86855876,adenocarcinoma
AHNAK,1.5447053,1.141751,0.8679833,1.1848131,0.8679833,escamoso
PREP,1.1760783,1.2962737,0.86767584,1.1133426,0.86767584,escamoso
ZSWIM5,-1.1963844,-0.86985815,-0.8672614,-0.9778347,0.8672614,adenocarcinoma
PDCD10,2.1569116,0.86677957,1.2158705,1.4131871,0.86677957,escamoso
EPT1,1.4152105,0.8667324,1.4329954,1.2383127,0.8667324,escamoso
FOLH1B,0.9865322,0.86627126,1.2209599,1.0245878,0.86627126,escamoso
SLC20A2,1.2717266,0.8770102,0.8656133,1.0047834,0.8656133,escamoso
RAMP1,-1.0544662,-0.86491567,-0.9856376,-0.96833986,0.86491567,adenocarcinoma
LOC101930052,-1.2157453,-0.883655,-0.86491543,-0.98810524,0.86491543,adenocarcinoma
AJUBA,1.2508065,0.86435455,0.938559,1.0179067,0.86435455,escamoso
CDKN3,1.3354023,0.8642426,0.8891617,1.0296022,0.8642426,escamoso
KB-431C1.4,-1.3404436,-0.8641352,-0.9146796,-1.0397528,0.8641352,adenocarcinoma
RFWD3,1.1821278,0.8641027,0.9535096,0.9999134,0.8641027,escamoso
TMEM63A,-1.6918337,-1.1066154,-0.8640865,-1.2208452,0.8640865,adenocarcinoma
NCAPH,1.6096009,1.0975975,0.8635164,1.1902382,0.8635164,escamoso
SLC12A7,-1.1430984,-0.8624162,-1.3694054,-1.1249733,0.8624162,adenocarcinoma
RPL39L,1.3163382,0.8615418,0.8771838,1.0183545,0.8615418,escamoso
DCUN1D1,1.8641645,0.86127514,1.9972165,1.5742188,0.86127514,escamoso
EXOC6B,1.5552806,0.8612159,0.95383906,1.1234452,0.8612159,escamoso
SFTA1P,-1.2601849,-0.87347436,-0.86073357,-0.998131,0.86073357,adenocarcinoma
RIPK3,-1.2891538,-0.8619159,-0.86064416,-1.0039046,0.86064416,adenocarcinoma
ERBB2,-1.2714269,-0.86056703,-1.222558,-1.118184,0.86056703,adenocarcinoma
ZNF18,0.8986287,0.86043453,1.0929662,0.95067644,0.86043453,escamoso
LINC00857,-1.0527159,-0.86029494,-0.8902274,-0.9344127,0.86029494,adenocarcinoma
NOTCH1,1.0291455,0.859886,0.9881916,0.9590743,0.859886,escamoso
MAPK9,-1.2220653,-1.012583,-0.85986835,-1.0315055,0.85986835,adenocarcinoma
NDUFAF5,1.2138591,0.93785495,0.8598617,1.0038586,0.8598617,escamoso
CSK,0.8598374,0.8983419,0.8819737,0.88005096,0.8598374,escamoso
SLC37A1,-1.3133745,-1.1397165,-0.85974455,-1.1042786,0.85974455,adenocarcinoma
LMO7,-1.603689,-0.8595537,-1.3990102,-1.2874175,0.8595537,adenocarcinoma
AC008088.4,1.3356805,0.9629743,0.8591197,1.0525914,0.8591197,escamoso
BCL2L10,1.0095071,0.85888356,0.9019564,0.923449,0.85888356,escamoso
CBX6,0.89685684,0.858838,1.0459758,0.93389016,0.858838,escamoso
FZD6,2.3049247,0.8586465,1.0308073,1.3981262,0.8586465,escamoso
CRIP2,-1.5495739,-0.85855585,-1.4697373,-1.2926223,0.85855585,adenocarcinoma
HEMK1,-1.3629363,-0.858188,-1.4210362,-1.2140535,0.858188,adenocarcinoma
LGALS3BP,-1.1369587,-0.85807335,-1.00412,-0.9997174,0.85807335,adenocarcinoma
SNRPN,-0.9723977,-0.8580697,-1.0561666,-0.9622114,0.8580697,adenocarcinoma
LINC00839,1.2317688,0.861063,0.8579164,0.98358274,0.8579164,escamoso
KRT77,0.8577569,0.8900737,1.028578,0.9254696,0.8577569,escamoso
C8orf4,-1.434586,-0.856844,-0.9470821,-1.079504,0.856844,adenocarcinoma
TP73,1.7136707,0.8567419,1.0390147,1.2031425,0.8567419,escamoso
DSC2,1.88573,0.8564389,1.0023719,1.2481803,0.8564389,escamoso
KIAA0319L,-1.4785544,-0.99389076,-0.8564084,-1.1096178,0.8564084,adenocarcinoma
TBC1D30,-1.0338932,-0.9790574,-0.855927,-0.95629257,0.855927,adenocarcinoma
RP13-39P12.3,0.90102345,0.85582906,0.9030105,0.886621,0.85582906,escamoso
SULT1A2,-1.2546135,-0.8551168,-1.0064826,-1.0387377,0.8551168,adenocarcinoma
TRIM8,-1.1916035,-0.8549952,-1.1374005,-1.0613331,0.8549952,adenocarcinoma
KRI1,1.7074811,0.85423726,1.4394805,1.333733,0.85423726,escamoso
COQ4,1.3718654,0.85396916,0.86564,1.0304915,0.85396916,escamoso
PPP1R14D,-1.2948238,-0.85395265,-0.8918593,-1.0135453,0.85395265,adenocarcinoma
AIM1L,1.530652,1.1306553,0.85393506,1.1717474,0.85393506,escamoso
TRAM1,-1.5814283,-0.8539003,-1.2211334,-1.2188206,0.8539003,adenocarcinoma
MPPED2,1.297463,1.0055532,0.8538993,1.0523051,0.8538993,escamoso
LOC284825,0.8536736,1.0501248,0.9147875,0.93952864,0.8536736,escamoso
PTTG3P,1.115938,0.85367346,0.88307685,0.9508961,0.85367346,escamoso
LINC00958,1.994176,0.85261464,1.2031367,1.349976,0.85261464,escamoso
LGSN,-1.5331619,-0.8520621,-1.1763277,-1.1871839,0.8520621,adenocarcinoma
SFTPB,-1.2094735,-1.0763484,-0.85179996,-1.045874,0.85179996,adenocarcinoma
TNFSF13,-1.6650149,-1.0656449,-0.85146815,-1.1940426,0.85146815,adenocarcinoma
SLC2A9,1.2012151,0.8505506,0.89408326,0.9819496,0.8505506,escamoso
H2AFX,1.3330146,0.85046095,0.9972324,1.060236,0.85046095,escamoso
C6orf132,1.2149326,0.906682,0.84995747,0.990524,0.84995747,escamoso
HMHA1,-1.5994556,-0.8510926,-0.8498631,-1.1001371,0.8498631,adenocarcinoma
ZBTB20,-1.3017142,-0.84982055,-1.0685458,-1.0733602,0.84982055,adenocarcinoma
VPS8,1.6719466,0.8496764,1.7195323,1.4137186,0.8496764,escamoso
ME1,0.8494848,0.8854873,1.0077682,0.91424674,0.8494848,escamoso
SH3PXD2A-AS1,1.4446479,1.0468974,0.84876835,1.1134378,0.84876835,escamoso
CTBP2,-1.1084392,-0.8487564,-0.8770101,-0.9447352,0.8487564,adenocarcinoma
GDA,1.462495,0.84864944,1.5488415,1.286662,0.84864944,escamoso
NSDHL,1.4320232,0.9656045,0.8480403,1.0818893,0.8480403,escamoso
FZD5,-1.4413725,-0.9387739,-0.847991,-1.0760459,0.847991,adenocarcinoma
STXBP1,-1.1423398,-0.8477033,-0.94088423,-0.97697574,0.8477033,adenocarcinoma
ABRACL,1.1855705,0.84720397,1.2239766,1.0855837,0.84720397,escamoso
RAPGEF6,-1.420612,-0.9451244,-0.8469192,-1.0708852,0.8469192,adenocarcinoma
SLC12A6,1.4212441,0.84649134,1.1033638,1.1236998,0.84649134,escamoso
C4orf29,-1.2338231,-0.85461503,-0.8461645,-0.97820085,0.8461645,adenocarcinoma
WDR66,1.5437195,0.84605384,1.3273892,1.2390542,0.84605384,escamoso
ZNF556,1.1597567,0.845658,1.3217034,1.1090394,0.845658,escamoso
PP13439,0.8526696,0.84466535,0.9675868,0.8883073,0.84466535,escamoso
EPDR1,-1.3706168,-0.84421325,-1.188137,-1.1343223,0.84421325,adenocarcinoma
ALDH16A1,1.2184836,0.84407103,0.98932326,1.0172926,0.84407103,escamoso
CLDN23,-1.7312423,-0.8440445,-1.0384487,-1.2045785,0.8440445,adenocarcinoma
CRYM,-1.5651077,-0.8730847,-0.84395415,-1.0940489,0.84395415,adenocarcinoma
CACNA2D3,1.1738689,0.88052595,0.84378123,0.9660587,0.84378123,escamoso
MIR29B2,-1.2828338,-0.8427028,-0.9171189,-1.0142184,0.8427028,adenocarcinoma
GNS,-1.162584,-0.8426307,-0.9452409,-0.9834852,0.8426307,adenocarcinoma
ACVR1C,1.6777031,0.84227085,1.6474164,1.3891301,0.84227085,escamoso
RARA-AS1,-1.8034347,-0.84210753,-1.0452642,-1.2302688,0.84210753,adenocarcinoma
GLS,-0.8919192,-0.8418114,-1.0168418,-0.9168574,0.8418114,adenocarcinoma
SMIM6,-1.9938952,-0.84080595,-0.96388435,-1.2661952,0.84080595,adenocarcinoma
RACGAP1,1.2749827,0.8407437,0.8661052,0.99394387,0.8407437,escamoso
CADM1,-1.1625046,-0.84033,-1.025136,-1.0093235,0.84033,adenocarcinoma
LIMK2,2.2311664,1.4024448,0.8401663,1.4912591,0.8401663,escamoso
ALDH6A1,-0.9891573,-0.8400467,-0.9737207,-0.9343083,0.8400467,adenocarcinoma
AGR2,-1.5740309,-0.8400028,-1.2231506,-1.2123947,0.8400028,adenocarcinoma
ALDH2,-1.4437765,-1.0034736,-0.83978146,-1.0956773,0.83978146,adenocarcinoma
SBSN,1.5665249,0.93146694,0.8395699,1.1125206,0.8395699,escamoso
TMEM41A,1.3338176,0.8394021,1.4820787,1.2184328,0.8394021,escamoso
RAD54L,1.6179736,0.8972047,0.8389784,1.1180521,0.8389784,escamoso
SYNGR1,1.5122203,1.0737557,0.8389676,1.1416479,0.8389676,escamoso
FAM114A2,-1.5665586,-0.8387229,-0.9792628,-1.1281815,0.8387229,adenocarcinoma
ARHGAP23,2.1332486,0.8369149,1.2117617,1.3939749,0.8369149,escamoso
LACTB2,-1.1290267,-0.83621997,-0.8883738,-0.95120686,0.83621997,adenocarcinoma
DST,2.3386445,0.836162,1.5542014,1.5763359,0.836162,escamoso
ZNF503-AS2,1.1344578,0.83580726,1.2819084,1.0840578,0.83580726,escamoso
LEPROT,-1.293897,-0.83566225,-1.0734972,-1.0676855,0.83566225,adenocarcinoma
ITGA3,-0.98096037,-0.835613,-1.0668573,-0.96114355,0.835613,adenocarcinoma
COPS7A,1.4231637,0.83531344,1.0307078,1.096395,0.83531344,escamoso
MGST1,-1.0546188,-0.83523285,-0.8767016,-0.92218447,0.83523285,adenocarcinoma
PPP2R2B,1.0009865,0.8789719,0.8349449,0.9049678,0.8349449,escamoso
ZBTB10,-1.3867027,-0.8346789,-1.3636265,-1.1950027,0.8346789,adenocarcinoma
NRM,1.5337709,0.83440113,0.90854985,1.0922407,0.83440113,escamoso
CRYAB,1.5452045,0.86266696,0.83428454,1.0807186,0.83428454,escamoso
DNAJB1,2.37925,0.90464234,0.83424246,1.3727117,0.83424246,escamoso
GFPT1,-1.551338,-0.8934055,-0.83410996,-1.0929512,0.83410996,adenocarcinoma
LOC101928231,1.0235276,0.8341066,1.1051582,0.98759747,0.8341066,escamoso
BORA,1.1752272,1.0421904,0.8332825,1.0169001,0.8332825,escamoso
SLC39A8,-1.1089576,-0.8331354,-0.8777556,-0.9399496,0.8331354,adenocarcinoma
ALDOC,1.3101859,0.8330489,1.6621057,1.2684468,0.8330489,escamoso
SCCPDH,-0.83283985,-0.8822672,-0.90905064,-0.8747192,0.83283985,adenocarcinoma
CFLAR,-1.2433914,-1.0388492,-0.83269995,-1.0383135,0.83269995,adenocarcinoma
HIST1H4A,0.8675761,0.83249176,1.2942928,0.99812025,0.83249176,escamoso
LOC100506098,-1.2255119,-0.84337866,-0.8323851,-0.96709186,0.8323851,adenocarcinoma
TXNIP,-1.2857647,-0.8776877,-0.8322539,-0.9985688,0.8322539,adenocarcinoma
COL4A3,-1.4454063,-0.98181015,-0.8321827,-1.0864664,0.8321827,adenocarcinoma
COPZ2,1.8041446,0.8321676,0.8529765,1.1630963,0.8321676,escamoso
HMGA1,1.1188356,0.83206826,1.0725827,1.0078288,0.83206826,escamoso
CLCA4,1.4676055,0.83196896,1.2968154,1.1987966,0.83196896,escamoso
TTC23,1.2182666,0.83142465,0.8993425,0.98301125,0.83142465,escamoso
PRPF19,0.9473476,0.8311499,0.9287759,0.9024245,0.8311499,escamoso
NKIRAS2,1.2161943,0.88055235,0.83111525,0.975954,0.83111525,escamoso
MPP5,-0.84415394,-0.8308842,-0.93746096,-0.870833,0.8308842,adenocarcinoma
NTN1,1.1825672,0.8306822,0.91336757,0.97553897,0.8306822,escamoso
BRD4,1.1480149,0.83017135,1.1427776,1.0403212,0.83017135,escamoso
FRMD5,-1.2073303,-0.89890516,-0.830158,-0.97879785,0.830158,adenocarcinoma
TMTC1,1.1659538,0.82965356,1.0003567,0.99865466,0.82965356,escamoso
SF3B3,1.1078427,0.88858986,0.82936275,0.9419317,0.82936275,escamoso
AADACP1,1.4590331,0.8291882,0.87982595,1.0560158,0.8291882,escamoso
OSCP1,-1.3267343,-0.82886106,-0.83511734,-0.9969042,0.82886106,adenocarcinoma
DUS3L,1.3015888,0.8287657,1.0941622,1.0748389,0.8287657,escamoso
DLX6-AS1,1.2877704,0.82868314,1.0252008,1.0472182,0.82868314,escamoso
GNA15,1.3872726,0.8286216,0.8727128,1.0295357,0.8286216,escamoso
RNASE1,-1.454746,-1.0561402,-0.8284456,-1.1131107,0.8284456,adenocarcinoma
HPS4,1.0976033,0.82833034,0.84719414,0.92437595,0.82833034,escamoso
KIAA0101,1.3213567,0.82765454,0.97736233,1.0421245,0.82765454,escamoso
ZNF717,-0.993349,-0.97179925,-0.8276089,-0.930919,0.8276089,adenocarcinoma
NPL,0.9713352,0.8274871,1.2857943,1.0282055,0.8274871,escamoso
MYBL2,1.0756428,0.90129113,0.82747775,0.9348039,0.82747775,escamoso
GMNN,0.89911515,0.82745516,1.0582939,0.92828816,0.82745516,escamoso
FNIP2,-1.4839317,-1.0517597,-0.8273612,-1.1210175,0.8273612,adenocarcinoma
NDUFA6,0.93967766,0.8272892,1.2209347,0.9959672,0.8272892,escamoso
COX7BP1,1.2885513,0.82671595,1.5874016,1.234223,0.82671595,escamoso
CYFIP2,-1.8000835,-0.88016737,-0.82610655,-1.1687858,0.82610655,adenocarcinoma
KIT,-1.6209126,-0.82551014,-1.3759446,-1.2741224,0.82551014,adenocarcinoma
CABLES1,-1.5055321,-0.82542104,-0.9772118,-1.1027216,0.82542104,adenocarcinoma
PHLDB3,1.4910377,0.8251614,1.049729,1.121976,0.8251614,escamoso
FAM83G,1.5499771,0.82500774,1.1051278,1.1600375,0.82500774,escamoso
GSS,0.9313526,0.8275245,0.8248831,0.86125344,0.8248831,escamoso
CHDH,-1.3172606,-0.8247618,-1.4305626,-1.1908617,0.8247618,adenocarcinoma
NTN4,-0.9016936,-0.82243454,-0.83217347,-0.85210055,0.82243454,adenocarcinoma
SHANK2,-1.7168396,-0.82234496,-1.3426701,-1.2939515,0.82234496,adenocarcinoma
WRB,-0.97275585,-0.822187,-0.86266375,-0.88586885,0.822187,adenocarcinoma
PPP1R1B,-0.90815616,-0.82163197,-1.0355201,-0.9217694,0.82163197,adenocarcinoma
GLB1L2,-1.4972233,-0.82156575,-0.945174,-1.0879877,0.82156575,adenocarcinoma
RND3,2.192071,0.8776844,0.8214067,1.2970539,0.8214067,escamoso
CORO1C,1.2953768,0.8213973,1.1011274,1.0726339,0.8213973,escamoso
RP11-138A9.1,-0.91999704,-0.82096636,-0.90934086,-0.8834348,0.82096636,adenocarcinoma
FAM160A1,1.371062,1.0193911,0.8207867,1.0704132,0.8207867,escamoso
CKS2,1.2193065,0.8206435,0.88696414,0.975638,0.8206435,escamoso
MAPRE2,-1.1667397,-0.8199718,-1.1150678,-1.0339265,0.8199718,adenocarcinoma
BUB1B,1.6079878,0.93202686,0.81963974,1.1198848,0.81963974,escamoso
ERF,1.3747333,0.8194606,0.9312124,1.041802,0.8194606,escamoso
FCGRT,-1.5763475,-0.8194588,-1.0587342,-1.1515135,0.8194588,adenocarcinoma
CHODL,1.1799852,0.81933755,1.2435169,1.0809466,0.81933755,escamoso
LRFN1,0.8569925,0.8192767,1.1576325,0.9446339,0.8192767,escamoso
KRT19,1.3845086,0.8192192,1.1581763,1.1206347,0.8192192,escamoso
WNT5A,1.6576612,0.81864333,1.7500019,1.4087688,0.81864333,escamoso
PFN2,1.4988959,0.87518233,0.818479,1.0641857,0.818479,escamoso
TEAD4,1.5139002,0.85111725,0.8182571,1.0610915,0.8182571,escamoso
PARP8,-1.7260393,-0.81805944,-1.3628448,-1.3023146,0.81805944,adenocarcinoma
ORC1,1.2680318,0.89606744,0.81797457,0.9940246,0.81797457,escamoso
CTA-29F11.1,1.3330978,0.8484803,0.81795484,0.9998443,0.81795484,escamoso
CD46,-1.4404637,-0.81698614,-1.004066,-1.0871719,0.81698614,adenocarcinoma
DUSP14,1.6644427,1.0407197,0.8168603,1.1740075,0.8168603,escamoso
HNMT,-1.9668736,-0.8163293,-0.8760037,-1.2197355,0.8163293,adenocarcinoma
LHFPL1,0.98662096,0.81620854,0.88660765,0.89647907,0.81620854,escamoso
PTGR1,0.8347914,0.81611514,0.9670115,0.87263936,0.81611514,escamoso
MRPS17,1.0446666,0.81611156,0.9356299,0.93213606,0.81611156,escamoso
HSPB1,1.8645972,0.8161037,1.5551716,1.4119574,0.8161037,escamoso
TSPAN18,1.2350806,0.8156575,0.8336943,0.96147746,0.8156575,escamoso
FLJ25917,1.3291188,0.81542695,1.0237877,1.0561112,0.81542695,escamoso
KLHDC9,-1.1501316,-0.815407,-0.98772776,-0.984422,0.815407,adenocarcinoma
HTR2C,1.0849272,0.95642155,0.8150559,0.95213485,0.8150559,escamoso
SH3BP5,-1.254205,-0.81447357,-0.9286287,-0.9991024,0.81447357,adenocarcinoma
EPHA10,-1.1592065,-0.94147384,-0.81429565,-0.9716587,0.81429565,adenocarcinoma
TMX4,-1.1227462,-0.8141962,-0.92861295,-0.9551851,0.8141962,adenocarcinoma
TTC28-AS1,1.253319,0.81395,1.1515607,1.0729432,0.81395,escamoso
RASD1,-1.293606,-0.81439364,-0.81381583,-0.9739385,0.81381583,adenocarcinoma
CYB5A,-1.3469049,-0.81366676,-1.0447485,-1.0684401,0.81366676,adenocarcinoma
TECR,1.4313269,0.8124576,0.9447503,1.0628449,0.8124576,escamoso
CCDC34,1.1508188,0.8120095,1.0588409,1.0072231,0.8120095,escamoso
ZNF706,1.1645652,0.81128824,0.9385609,0.9714715,0.81128824,escamoso
XPC,-1.3201987,-0.8112709,-0.88236547,-1.0046116,0.8112709,adenocarcinoma
TMBIM4,-1.4391533,-0.9605711,-0.8112035,-1.0703093,0.8112035,adenocarcinoma
ZDHHC16,-1.5586934,-0.81085694,-0.88313514,-1.0842284,0.81085694,adenocarcinoma
CYSTM1,-1.2522072,-0.84135747,-0.81031996,-0.9679615,0.81031996,adenocarcinoma
ATP5G1,1.0404795,0.9954488,0.80997735,0.94863516,0.80997735,escamoso
OAZ3,-1.312925,-0.8342527,-0.80969393,-0.98562384,0.80969393,adenocarcinoma
TNFRSF10C,-1.188555,-0.85763997,-0.8094745,-0.9518898,0.8094745,adenocarcinoma
KLHL21,1.4502025,0.8093532,1.1646969,1.1414175,0.8093532,escamoso
MRPS22,1.5485666,0.8093532,1.186348,1.1814226,0.8093532,escamoso
THAP11,0.86372185,0.8091005,0.8495477,0.84079003,0.8091005,escamoso
C14orf2,0.80902636,0.81043226,1.0537701,0.89107627,0.80902636,escamoso
SHFM1,1.3173318,0.808707,1.4494302,1.191823,0.808707,escamoso
GSTM3,0.91954017,0.80796325,0.90839374,0.87863237,0.80796325,escamoso
FGFBP2,0.9597063,1.0008909,0.80760187,0.922733,0.80760187,escamoso
MAP1LC3C,-1.2094634,-0.8075799,-1.0307425,-1.0159286,0.8075799,adenocarcinoma
FOXK1,1.454935,0.8287662,0.8075753,1.0304254,0.8075753,escamoso
ACSF2,-1.5913486,-0.80735934,-0.9285876,-1.1090986,0.80735934,adenocarcinoma
SLC4A4,-1.6113379,-0.8072169,-1.1672782,-1.1952777,0.8072169,adenocarcinoma
CCDC51,1.2867411,0.80717224,1.1301383,1.0746838,0.80717224,escamoso
NDUFA9,0.90710855,0.8063409,1.10008,0.93784314,0.8063409,escamoso
AK1,-1.197933,-0.97109854,-0.80614716,-0.9917262,0.80614716,adenocarcinoma
PXYLP1,1.2304902,0.80604815,0.99259955,1.0097126,0.80604815,escamoso
RND1,-1.0878046,-0.80577457,-0.89740044,-0.9303265,0.80577457,adenocarcinoma
NOD1,-1.275202,-0.8606934,-0.8057392,-0.98054487,0.8057392,adenocarcinoma
MB21D2,1.3806646,0.8055158,0.9248397,1.0370067,0.8055158,escamoso
ZNF320,-1.1802334,-0.8169332,-0.8052137,-0.9341268,0.8052137,adenocarcinoma
CALB1,0.8640239,0.80462646,1.2133726,0.9606743,0.80462646,escamoso
CDK1,1.5019244,0.804427,0.8215076,1.0426197,0.804427,escamoso
PLA2R1,1.808201,0.8042753,1.5125422,1.3750062,0.8042753,escamoso
LINC00491,1.6105993,0.8035914,1.2698122,1.228001,0.8035914,escamoso
MAGEA9,1.2541562,1.0087419,0.80311084,1.0220029,0.80311084,escamoso
SKA1,1.492344,1.0353262,0.8031062,1.1102589,0.8031062,escamoso
GLYR1,-1.095414,-0.8030985,-0.9273431,-0.94195193,0.8030985,adenocarcinoma
BCL7A,0.8027721,0.851418,1.0188198,0.8910033,0.8027721,escamoso
DISP1,-1.5061206,-1.0662574,-0.8026901,-1.1250226,0.8026901,adenocarcinoma
ABCA7,-1.1301101,-0.8863592,-0.8023908,-0.9396201,0.8023908,adenocarcinoma
ASB9,-1.2420692,-0.8547597,-0.8021566,-0.96632856,0.8021566,adenocarcinoma
IGF2BP3,1.1945918,0.9716869,0.80213904,0.98947257,0.80213904,escamoso
PARD6B,-0.9360625,-0.8018819,-1.1241997,-0.954048,0.8018819,adenocarcinoma
UBXN7,2.1183333,0.8013088,1.6119224,1.5105215,0.8013088,escamoso
KIAA1244,-1.3941824,-0.8012063,-0.82366025,-1.0063497,0.8012063,adenocarcinoma
MIR6132,-0.8674282,-0.80114406,-0.82949394,-0.83268875,0.80114406,adenocarcinoma
LRP4,1.0878235,0.9689085,0.8010309,0.9525876,0.8010309,escamoso
CACNA1D,-1.4057512,-0.8898118,-0.8001646,-1.0319091,0.8001646,adenocarcinoma
